alpha,beta,delta,gamma,type,name,hurst,obs,date_min,date_max,stdev,avg,kurtosis,skewness,min,max,q_1,q_2_5,q_5,q_10,q_25,q_50,q_75,q_90,q_95,q_97_5,q_99,cv,range,std_range,var_01,var_025,var_05,var_10,es_01,es_025,es_05,es_10,rho,Factor1,Factor2,Factor3
1.567122572,-0.01776944,0.003338082,1.196616568,Commodity,CAFENATL_INDEX,0.400348599,1039,10/23/2014,10/16/2018,0.303935815,7.69E-05,515.8865193,-0.060134643,-6.919803617,6.907755279,-0.049719964,-0.036179657,-0.026787316,-0.018576386,-0.006626929,0,0.007220248,0.018996957,0.027477197,0.038246759,0.050010421,3953.558107,13.8275589,45.49499675,0.049719964,0.036179657,0.026787316,0.018576386,0.679653559,0.312116355,0.172028204,0.096377829,-0.003864174,2.580080589,15.54954329,-5.124246857
1.871936462,-0.000913081,-0.145655834,1.072797487,Commodity,CKEL_COMDTY,0.542493705,1039,10/23/2014,10/16/2018,0.018116556,-0.000012368,1.845898075,0.034191216,-0.08299365,0.081760414,-0.044778758,-0.038120439,-0.028985044,-0.021435849,-0.010160913,0,0.010437471,0.02173873,0.029482698,0.034302797,0.046802669,-1464.78092,0.164754064,9.094116377,0.044778758,0.038120439,0.028985044,0.021435849,0.056801423,0.047329826,0.040336419,0.032769912,-0.032481857,0.249028983,-0.698109468,-0.661166051
1.747141018,-0.184806761,0.152273643,1.102262658,Commodity,COTNMAVG_INDEX,0.495989404,1039,10/23/2014,10/16/2018,0.011930943,0.000154174,1.991305462,0.298678647,-0.044843861,0.047591483,-0.030919383,-0.024897552,-0.018503725,-0.013253029,-0.006338161,-0.000112886,0.005742253,0.01347935,0.020838984,0.030382383,0.037500789,77.38621935,0.092435343,7.747530381,0.030919383,0.024897552,0.018503725,0.013253029,0.037038087,0.031092958,0.026235374,0.020689922,0.016793512,-0.44117858,-0.396178941,0.224210452
1.839506221,0.126201051,-0.276121553,1.01981233,Commodity,CRNUSPOT_INDEX,0.45900435,1039,10/23/2014,10/16/2018,0.014388018,5.03E-05,2.655263417,-0.119814413,-0.067382997,0.079406778,-0.039016652,-0.030685811,-0.02396919,-0.015949301,-0.008163311,0,0.008462674,0.016667053,0.022250609,0.029453267,0.03646968,286.1671955,0.146789775,10.20222338,0.039016652,0.030685811,0.02396919,0.015949301,0.049471594,0.041081136,0.03387986,0.026782828,-0.033362058,-0.01239885,-0.480962927,-1.03838866
1.762614527,0.058938341,-0.19640028,1.098687054,Commodity,DIEINULP_INDEX,0.584307509,1039,10/23/2014,10/16/2018,0.021203855,-0.000056687,2.598920861,0.04278488,-0.10570614,0.096194778,-0.058716625,-0.044332051,-0.035546661,-0.024809361,-0.010817181,0,0.010783097,0.023010893,0.034084722,0.046593034,0.060065026,-374.0507192,0.201900917,9.521896612,0.058716625,0.044332051,0.035546661,0.024809361,0.072064133,0.058641332,0.048612779,0.038963665,-0.052131753,0.496137941,-0.45388995,-0.403196834
1.837082136,-0.066995655,0.001244196,1.084531977,Commodity,EUCRBRDT_INDEX,0.60375579,1039,10/23/2014,10/16/2018,0.022318135,-0.000024665,1.88707865,0.145583969,-0.084225632,0.098430307,-0.06184866,-0.044789469,-0.036283931,-0.026615341,-0.012430241,0,0.01209489,0.025867971,0.038446293,0.047748769,0.057976339,-904.8505066,0.182655939,8.184193841,0.06184866,0.044789469,0.036283932,0.026615341,0.071745428,0.058776722,0.049064945,0.039697609,-0.027307696,0.565058242,-0.710730736,-0.1667942
1.737978234,-0.459122663,0.799182536,1.095415131,Commodity,HOGSNATL_INDEX,0.542853021,1039,10/23/2014,10/16/2018,0.01688884,-0.000422292,16.73049844,0.17593983,-0.165033655,0.144960826,-0.031194705,-0.026331168,-0.021589639,-0.017319548,-0.009142306,-0.001594388,0.006811574,0.018556108,0.026848817,0.036194858,0.047288788,-39.99327766,0.309994482,18.35498936,0.031194705,0.026331168,0.021589639,0.017319548,0.057904616,0.040541633,0.032149688,0.025673322,0.364286585,-1.114136117,0.111057611,5.587475136
1.892429611,-0.129422344,0.48581988,1.003176006,Commodity,LMAHDY_COMDTY,0.545842318,1039,10/23/2014,10/16/2018,0.011891567,8.11E-06,3.44675833,0.267454257,-0.07826624,0.063950914,-0.025519012,-0.021704596,-0.01821544,-0.01408915,-0.007334,0,0.007116664,0.013472537,0.019203464,0.024989353,0.032389595,1465.552415,0.142217154,11.95949682,0.025519012,0.021704596,0.01821544,0.01408915,0.034236711,0.028102277,0.023779523,0.019884608,-0.012366297,-0.371295315,-0.73500314,-0.339202501
1.855752117,-0.157692276,0.445708831,1.119598297,Commodity,LMCADY_COMDTY,0.555424935,1039,10/23/2014,10/16/2018,0.012543872,-0.000072429,1.31523773,0.101569252,-0.055471243,0.048907735,-0.030498131,-0.025774507,-0.020399918,-0.015115383,-0.00704164,0,0.006630093,0.015226964,0.022150514,0.027182841,0.033582492,-173.1897214,0.104378978,8.321113052,0.030498131,0.025774507,0.020399918,0.015115383,0.038114956,0.032106849,0.027361357,0.022365861,-0.062236533,-0.189020455,-0.665708539,-0.882881263
1.74398449,0.159687326,-0.199414379,1.080574562,Commodity,MCXTINI_COMDTY,0.522016846,1039,10/23/2014,10/16/2018,0.021328023,0.000159873,234.0310412,1.588830261,-0.380097894,0.414798424,-0.035537953,-0.026964803,-0.020181526,-0.013913268,-0.005692124,0,0.006688988,0.012955647,0.019110601,0.0260928,0.033479932,133.4062866,0.794896318,37.27004301,0.035537953,0.026964803,0.020181526,0.013913268,0.076038733,0.050069709,0.036459016,0.026518458,-0.326479289,0.607999979,3.037417498,-5.979318703
1.898029405,0.05994602,-0.500797687,1.082288906,Commodity,MLCXCCSP_INDEX,0.524352184,1039,10/23/2014,10/16/2018,0.015886054,-0.000325737,0.97676979,-0.076549473,-0.061972049,0.06205293,-0.041835117,-0.035910174,-0.027468404,-0.02000367,-0.009164109,0,0.009283202,0.018401598,0.02608535,0.031501644,0.04157158,-48.76962745,0.124024979,7.807160941,0.041835117,0.035910174,0.027468404,0.020003671,0.047987995,0.042225108,0.036427819,0.029654962,-0.031283652,0.108771926,-0.737022787,-0.779851085
1.613440481,-0.025836357,-0.013731851,1.010504525,Commodity,NGUSHHUB_INDEX,0.511556052,1039,10/23/2014,10/16/2018,0.046101902,-0.00010782,70.3847931,2.232013995,-0.438801404,0.700942461,-0.100975917,-0.074402027,-0.050686706,-0.034359251,-0.017271587,0,0.016507878,0.034650046,0.051235625,0.068420244,0.099639065,-427.5813066,1.139743865,24.72227435,0.100975917,0.074402027,0.050686706,0.034359251,0.189036161,0.126818336,0.094057395,0.067908514,0.11172438,1.490118578,1.034526868,1.08447112
1.789698973,0.071281917,-0.40188159,1.070878304,Commodity,RBOB87PM_INDEX,0.537815192,1039,10/23/2014,10/16/2018,0.024526178,-0.000128288,3.574047342,0.353709069,-0.082125356,0.160139501,-0.067875271,-0.051765648,-0.039528989,-0.029180631,-0.01307462,0,0.01286597,0.025495326,0.03840472,0.050170119,0.068702225,-191.1805388,0.242264857,9.877807049,0.067875271,0.051765648,0.039528989,0.029180631,0.075876699,0.065727849,0.055415693,0.044469571,-0.009908568,0.735083593,-0.606301166,-0.245558258
1.825194037,-0.052355576,0.103090306,1.053560809,Commodity,SOYBCH1Y_INDEX,0.474160218,1039,10/23/2014,10/16/2018,0.01236103,-0.000136628,2.292760931,-0.084331651,-0.062219812,0.053987954,-0.035382488,-0.025846369,-0.019576886,-0.014202153,-0.007109035,0,0.006635724,0.014155949,0.020237259,0.027532103,0.031810855,-90.4718424,0.116207766,9.401139263,0.035382488,0.025846369,0.019576886,0.014202153,0.042893211,0.034860974,0.028538429,0.022864573,-0.045154309,-0.186917486,-0.460425741,-1.039195719
1.980632479,-0.093265581,2.240594605,1.107311938,Commodity,SPGSLC_INDEX,0.495517447,1039,10/23/2014,10/16/2018,0.01156182,-0.000342434,-0.018328812,0.065248234,-0.029547145,0.035225729,-0.026281608,-0.024299995,-0.020507798,-0.015383994,-0.007504629,-0.00015727,0.006578563,0.015368667,0.020814621,0.02363901,0.025787086,-33.76364729,0.064772874,5.602307948,0.026281608,0.024299995,0.020507798,0.015383994,0.028159595,0.026449932,0.024228022,0.021081749,0.066302715,-0.479368984,-0.915287529,0.297940752
1.828930745,0.079726276,-0.427451451,1.084164877,Commodity,USCRWTIC_INDEX,0.581161301,1039,10/23/2014,10/16/2018,0.024114771,-0.00011941,2.214753154,0.1483727,-0.107942214,0.116213277,-0.05874338,-0.049328364,-0.040087699,-0.02923258,-0.013699832,0,0.012531017,0.02719726,0.037588033,0.051908731,0.063934474,-201.9500571,0.224155491,9.295360398,0.05874338,0.049328364,0.040087699,0.02923258,0.075017181,0.062191496,0.053419393,0.043765703,-0.097881048,0.896584241,-0.737807167,-1.362490936
1.907625462,-0.134876901,0.581841212,1.026013535,Commodity,WEATTKHR_INDEX,0.515080465,1039,10/23/2014,10/16/2018,0.018730423,-0.000103591,1.586441884,0.313643535,-0.068174541,0.093020539,-0.046162042,-0.036203049,-0.029218546,-0.02226437,-0.012121361,0,0.010711656,0.022422464,0.031090587,0.038929846,0.048396541,-180.8119388,0.16119508,8.606056778,0.046162042,0.036203049,0.029218546,0.022264371,0.054975882,0.04526996,0.038396503,0.032072154,0.016107549,0.230714749,-0.883086372,-0.266834964
1.741192354,0.002077417,0.070697673,1.082399971,Commodity,XAG_CURNCY,0.461979132,1039,10/23/2014,10/16/2018,0.013667954,-0.000151543,2.921165835,-0.207667613,-0.069134887,0.063227109,-0.040480953,-0.030209579,-0.022786444,-0.014759249,-0.007005458,0,0.006813994,0.014755849,0.022588474,0.028531465,0.036213797,-90.19215874,0.132361996,9.684112167,0.040480953,0.030209579,0.022786444,0.014759249,0.050450066,0.041211475,0.033424836,0.025781899,-0.011626124,-0.195582717,-0.180615766,-0.370360064
1.843095999,-0.079069039,0.007304414,1.05167428,Commodity,XAU_CURNCY,0.489668389,1039,10/23/2014,10/16/2018,0.008257891,-0.000012738,2.666937202,0.277866655,-0.033751366,0.045806211,-0.021849346,-0.017027886,-0.012960333,-0.009323237,-0.004961849,0,0.004350755,0.009316138,0.013919696,0.016554744,0.022286467,-648.2761245,0.079557577,9.634127544,0.021849347,0.017027886,0.012960334,0.009323237,0.0257143,0.021677743,0.018077686,0.014653499,-0.045881147,-0.563883849,-0.576482614,-0.980923503
1.93494838,-0.008876147,-0.083184602,1.029025007,Commodity,XPT_CURNCY,0.515321997,1039,10/23/2014,10/16/2018,0.011741268,-0.000390348,0.745941846,-0.020789621,-0.042479624,0.03811266,-0.030786431,-0.023292811,-0.019059097,-0.01521344,-0.007687264,-0.000036451,0.006941187,0.013823575,0.018226307,0.023437897,0.031102844,-30.07893938,0.080592284,6.864018826,0.030786431,0.023292811,0.019059097,0.01521344,0.035669649,0.0307287,0.025844508,0.021315159,-0.012631622,-0.302862707,-0.776446952,-0.615487482
1.929246446,-0.003927973,0.054149605,0.982997437,Commodity,ZSDY_COMDTY,0.633673451,1039,10/23/2014,10/16/2018,0.015567689,0.000149886,2.300680499,0.181413143,-0.071904984,0.099489583,-0.036503986,-0.031185423,-0.024584343,-0.018577553,-0.009814894,0,0.010141533,0.018776478,0.024997597,0.030637566,0.038978691,103.8638271,0.171394566,11.00963451,0.036503986,0.031185423,0.024584343,0.018577554,0.045873379,0.0383401,0.032498921,0.026963182,-0.035551019,-0.00975255,-0.904157641,-0.283244577
1.609632191,-0.177255901,-0.207812154,1.055470125,Crypto,ADA,0.7946379,380,10/2/2017,10/16/2018,0.10166081,0.003258841,17.45978801,2.719896909,-0.232742466,0.848189139,-0.210681249,-0.160008258,-0.125584914,-0.093908622,-0.04610998,-0.004842988,0.038663608,0.091729578,0.138830084,0.247300909,0.335048114,31.19538955,1.080931605,10.63272668,0.210681249,0.160008258,0.125584915,0.093908622,0.2216751,0.19718332,0.170951079,0.13837463,0.073094188,5.69815932,-1.440447023,1.789290188
1.594874598,-0.30463457,0.048422092,1.108692254,Crypto,BCH,0.598145635,442,8/1/2017,10/16/2018,0.092941056,0.000638616,5.07230623,0.644666256,-0.449247538,0.429686854,-0.263769695,-0.166629715,-0.125152653,-0.088294601,-0.045312551,-0.006458952,0.034356182,0.097820959,0.149739584,0.20997394,0.324762603,145.5350339,0.878934392,9.456901292,0.263769695,0.166629715,0.125152653,0.088294601,0.322396058,0.242263586,0.196877583,0.151934999,0.10480358,5.908952412,-0.362068788,1.370870169
1.497105021,-0.55094394,-0.215158232,1.129461078,Crypto,BNB,0.684866239,448,7/26/2017,10/16/2018,0.101855968,0.010033802,7.806958099,1.15764577,-0.427866045,0.671545092,-0.266804487,-0.171250629,-0.119196463,-0.08333869,-0.035590015,0.001314181,0.041508963,0.1135547,0.175048798,0.252765807,0.411046892,10.15128356,1.099411137,10.79378221,0.266804487,0.171250629,0.119196464,0.08333869,0.340676435,0.257558737,0.197676252,0.148288584,0.16094854,6.114258858,-0.259483476,2.838150798
1.46354915,0.171199715,0.222273972,1.137756913,Crypto,BTC,0.600913345,1997,4/29/2013,10/16/2018,0.043938035,0.001946692,8.082529317,-0.121898377,-0.267422746,0.36140016,-0.13618979,-0.100060893,-0.067072646,-0.040046369,-0.012991189,0.002159748,0.019196439,0.044776786,0.065583233,0.09468947,0.128170397,22.57061391,0.628822906,14.31158479,0.13618979,0.100060893,0.067072646,0.04004637,0.186735639,0.142560783,0.110824268,0.082018432,0.004884228,2.07922635,0.674058167,1.101402603
1.490861991,-0.384987658,-0.204664852,1.097312457,Crypto,DASH,0.579263896,1705,2/15/2014,10/16/2018,0.079909965,0.003899982,28.15513828,2.553554916,-0.420406688,1.066820503,-0.188401454,-0.130937357,-0.096287219,-0.062617988,-0.028699541,-0.002484473,0.029229638,0.074283635,0.12371023,0.177681177,0.257971034,20.48983103,1.487227192,18.61128568,0.188401455,0.130937357,0.09628722,0.062617988,0.255196618,0.198297045,0.156694982,0.117051092,0.011660915,4.479777204,-0.036785205,0.074827916
1.589747651,-0.262157906,-0.187883424,1.121202222,Crypto,EOS,0.686927535,472,7/2/2017,10/16/2018,0.103442441,0.003541412,19.64704551,2.237689363,-0.387721069,1.004116946,-0.228714596,-0.186937677,-0.145461423,-0.093414445,-0.042606019,-0.002886734,0.041145093,0.10405418,0.172437819,0.237671652,0.330741562,29.20938078,1.391838015,13.45519302,0.228714596,0.186937677,0.145461423,0.093414445,0.280845915,0.235058603,0.201696965,0.158365406,0.091559514,6.361640503,-0.955030856,1.40465996
1.584122574,-0.405929649,0.098708995,1.130121485,Crypto,ETH,0.647878337,1166,8/8/2015,10/16/2018,0.079505749,0.003692168,78.82242835,-4.142617224,-1.373989021,0.40345722,-0.188486588,-0.131251544,-0.09389775,-0.063715715,-0.026724171,-0.000895784,0.03263789,0.081995999,0.12634815,0.162751461,0.210427795,21.53362424,1.777446241,22.35619779,0.188486588,0.131251545,0.09389775,0.063715715,0.335039807,0.224668486,0.168423043,0.123263538,0.056505871,4.089978698,2.82584757,1.422619813
1.336324108,-0.19288512,-0.362460727,1.128541843,Crypto,LTC,0.626794497,1997,4/29/2013,10/16/2018,0.067762295,0.001276,25.35808983,1.738207896,-0.519271995,0.824557682,-0.172889422,-0.126562723,-0.087171441,-0.054808236,-0.020690393,0,0.019048195,0.059423421,0.094160589,0.143644391,0.212273879,53.105235,1.343829677,19.83152552,0.172889422,0.126562723,0.087171441,0.054808237,0.260576115,0.18996695,0.146813291,0.107875499,0.017173566,3.412583673,0.900877118,1.241142264
1.780289185,-0.016969289,0.116940039,1.054595333,Crypto,MIOTA,0.652028112,490,6/14/2017,10/16/2018,0.093033276,-0.000329211,2.799728981,0.154590713,-0.377045753,0.383958903,-0.27257037,-0.182321557,-0.150282203,-0.100243746,-0.051002554,-0.001237801,0.048086187,0.102253876,0.145040389,0.198581824,0.266628663,-282.5948364,0.761004656,8.179918937,0.27257037,0.182321557,0.150282203,0.100243746,0.329786494,0.24925245,0.208162132,0.165938029,0.038607834,6.644245833,-1.006176417,0.141066123
1.520878766,-0.41495033,0.016682583,1.046822016,Crypto,NEO,0.644460177,767,9/10/2016,10/16/2018,0.113323664,0.005865691,18.90940705,2.044058743,-0.522582044,1.124157089,-0.319009742,-0.154852865,-0.127250608,-0.091024223,-0.045644679,-0.004608303,0.042802539,0.110984247,0.170551101,0.256335863,0.365082771,19.31974809,1.646739134,14.53129101,0.319009742,0.154852865,0.127250609,0.091024224,0.402524535,0.286144242,0.215090819,0.16121924,-0.041742037,7.191305203,-0.101828891,-0.84362137
1.514478764,-0.199873108,-0.145086334,1.064837982,Crypto,TRX,0.662026223,398,9/14/2017,10/16/2018,0.129163708,0.006296016,9.923373142,1.863834605,-0.380444656,0.792066325,-0.346126155,-0.218688025,-0.165167371,-0.107060164,-0.051118748,-0.007765535,0.050420996,0.121970169,0.193121353,0.351202342,0.593579585,20.51514854,1.172510981,9.077712303,0.346126155,0.218688025,0.165167371,0.107060164,0.355738419,0.299694646,0.241904691,0.18874771,0.035228453,8.656506897,-1.13650632,0.37184126
1.18837185,-0.021239889,0.065663578,0.154511609,Crypto,USDT,0.724073348,1329,2/26/2015,10/16/2018,0.012607212,-0.000159214,100.3948481,-2.337277706,-0.182250495,0.151118989,-0.019802627,-0.011862077,-0.009950331,-0.002557267,0,0,0,0.002415916,0.009950331,0.010975857,0.028987537,-79.18391169,0.333369484,26.44276099,0.019802627,0.011862077,0.009950331,0.002557267,0.063263871,0.038556291,0.023554273,0.015479765,0.381342953,-2.523660764,3.715230165,8.715265486
1.511735395,-0.276594686,-0.086968697,1.084483181,Crypto,XLM,0.625825237,1533,8/6/2014,10/16/2018,0.082249723,0.002814243,14.18953608,1.922972585,-0.333421766,0.704038435,-0.19908419,-0.14488979,-0.108528835,-0.070646754,-0.033358663,-0.003042599,0.02968924,0.079821428,0.125708578,0.185701976,0.26673209,29.22623286,1.0374602,12.61354034,0.19908419,0.14488979,0.108528835,0.070646754,0.253370393,0.202988143,0.163804029,0.125218402,0.062648845,4.670315417,-0.309177546,1.183639062
1.696504921,-0.169383431,0.147800812,1.134795155,Crypto,XMR,0.615063609,1609,5/22/2014,10/16/2018,0.076172043,0.002343367,5.795474583,0.59317215,-0.440484134,0.567669523,-0.19147582,-0.140055671,-0.113659318,-0.083150368,-0.033464436,-0.001263424,0.036742714,0.087011377,0.130265195,0.159064695,0.224531957,32.50537834,1.008153657,13.23521883,0.19147582,0.140055671,0.113659319,0.083150368,0.2513116,0.196917134,0.162750282,0.130102001,0.001860529,4.944742833,-0.729049176,-0.153759993
1.324051152,-0.297173887,-0.512977249,1.096136499,Crypto,XRP,0.61671078,1899,8/5/2013,10/16/2018,0.07830162,0.002282467,26.07855439,1.996347837,-0.60170605,1.010962546,-0.190303049,-0.132016108,-0.097557007,-0.059813055,-0.023922491,-0.002782933,0.022318278,0.06445069,0.109668445,0.172533784,0.282007636,34.30569736,1.612668596,20.59559684,0.190303049,0.132016108,0.097557007,0.059813055,0.286651617,0.210799617,0.161774057,0.118599717,0.066859091,3.986179737,0.868530707,1.769803505
1.926368425,0.178042635,-1.422255648,1.042369998,Exchangerate,AUD,0.577583758,1039,10/23/2014,10/16/2018,0.006250816,-0.000198758,0.783123804,-0.146875746,-0.024024387,0.021590122,-0.016209912,-0.013435397,-0.011440449,-0.008024476,-0.00402469,0.000123709,0.003701749,0.006879124,0.009447595,0.012546539,0.014820967,-31.44936337,0.045614509,7.297368372,0.016209912,0.013435397,0.011440449,0.008024476,0.018766463,0.016321269,0.014417607,0.011890608,-0.046880225,-0.784795645,-0.686509209,-0.590561356
1.935868818,0.092327008,-1.018928467,1.045576043,Exchangerate,CAD,0.595154915,1039,10/23/2014,10/16/2018,0.005185858,0.000135454,0.799046276,-0.132566476,-0.019687372,0.019490464,-0.012936193,-0.010835356,-0.008430461,-0.00661941,-0.003064474,0.000306866,0.003319899,0.006535714,0.008221041,0.010311861,0.012108561,38.28504338,0.039177837,7.554745209,0.012936193,0.010835356,0.008430461,0.00661941,0.015630624,0.013390733,0.011404771,0.009363085,-0.006022751,-1.003706466,-0.679352576,0.113940892
1.860076881,0.019005501,-0.242094429,1.053530079,Exchangerate,CHF,0.409004947,1039,10/23/2014,10/16/2018,0.008113731,3.66E-05,313.9291109,-13.15436936,-0.193833527,0.025576268,-0.014194561,-0.011474773,-0.00847976,-0.006147664,-0.002924284,0.000311867,0.003287019,0.006391743,0.008974158,0.01141929,0.013695209,221.4815764,0.219409794,27.04178881,0.014194561,0.011474773,0.00847976,0.006147664,0.034088867,0.021765389,0.015702531,0.011430442,-0.049186556,-1.527740964,7.986862346,-1.233121778
1.52687932,0.102736642,0.138636989,1.128292523,Exchangerate,CNY,0.683998857,1039,10/23/2014,10/16/2018,0.002166994,0.000117444,8.226555443,0.428818848,-0.011950718,0.018334206,-0.006138619,-0.004821852,-0.00329808,-0.002076905,-0.00075151,1.60E-05,0.000950635,0.002345062,0.003308224,0.004757863,0.007021679,18.4513719,0.030284924,13.97554898,0.006138619,0.004821852,0.00329808,0.002076905,0.007877605,0.006415235,0.005108327,0.003824646,0.025032644,-1.607820454,0.204060493,2.320028929
1.881834761,0.072428425,0.086331437,1.028369695,Exchangerate,DKK,0.598563404,1039,10/23/2014,10/16/2018,0.005598805,8.74E-05,2.15881123,-0.113614669,-0.030074197,0.023728236,-0.014037709,-0.011208494,-0.009004459,-0.006317671,-0.00317703,0,0.003463068,0.006804413,0.008437528,0.011327894,0.014431183,64.08097287,0.053802433,9.609627219,0.014037709,0.011208494,0.009004459,0.006317671,0.018714963,0.015114287,0.012526309,0.010027539,-0.01442657,-0.979238593,-0.540371209,0.156657087
1.883840674,-0.04587766,-0.139020997,1.01588411,Exchangerate,EUR,0.591933363,1039,10/23/2014,10/16/2018,0.005618911,-0.000085483,2.09748696,0.106085945,-0.023821231,0.030157702,-0.014438078,-0.011650264,-0.00854062,-0.006957009,-0.003494578,0,0.003251771,0.00644384,0.008869994,0.011187072,0.014030106,-65.73123683,0.053978933,9.606653968,0.014438078,0.011650264,0.00854062,0.006957009,0.017948628,0.01514981,0.012351768,0.010004542,-0.014561014,-0.956253503,-0.609362577,0.080275158
1.848205581,-0.02394811,0.043707483,1.056661639,Exchangerate,GBP,0.527905151,1039,10/23/2014,10/16/2018,0.006249577,-0.00018954,32.04784734,-2.288496139,-0.083954586,0.030009202,-0.014656449,-0.011042742,-0.009205975,-0.006777867,-0.003453976,-0.000081417,0.003105373,0.006773744,0.009075159,0.011753256,0.014130261,-32.97227075,0.113963788,18.23544138,0.01465645,0.011042742,0.009205975,0.006777867,0.024790128,0.017674256,0.013945943,0.010934896,0.004681367,-1.090770824,0.646268407,0.225992558
1.439214263,-0.122153623,-0.039927865,1.146065622,Exchangerate,HKD,0.505934063,1039,10/23/2014,10/16/2018,0.00033609,9.74E-06,35.04278937,-0.778685549,-0.003973405,0.002663357,-0.000859774,-0.000577245,-0.000410562,-0.000270582,-0.000090263,1.27E-05,0.000115151,0.000283823,0.000450401,0.000587064,0.000791806,34.50677634,0.006636762,19.74696383,0.000859774,0.000577245,0.000410562,0.000270582,0.001492917,0.001028258,0.000757379,0.000542239,0.041246191,-1.772118762,1.190400575,1.749410546
1.806932981,-0.235627995,0.729612382,1.111291794,Exchangerate,INR,0.65958085,1039,10/23/2014,10/16/2018,0.003000461,0.000174577,2.116075719,0.445224202,-0.011893889,0.015835314,-0.007446215,-0.005549446,-0.00453081,-0.003195139,-0.001486574,0,0.00167081,0.003980435,0.005396667,0.006836546,0.009127287,17.18702095,0.027729203,9.241648297,0.007446216,0.005549446,0.00453081,0.003195139,0.008663049,0.007222333,0.006059201,0.004895835,-0.015304848,-1.274727604,-0.533810664,0.734532691
1.807537634,0.066972902,-0.154611804,1.035040438,Exchangerate,JPY,0.572361959,1039,10/23/2014,10/16/2018,0.005912539,4.48E-05,4.520654818,-0.487558858,-0.037820037,0.028079306,-0.015747031,-0.011622449,-0.009250451,-0.006494168,-0.003103042,9.14E-05,0.003371013,0.006478032,0.009057952,0.01185004,0.015932818,131.8490392,0.065899343,11.14569203,0.015747031,0.011622449,0.009250451,0.006494168,0.023147148,0.017668881,0.013985989,0.010867221,-0.000934894,-1.021847688,-0.202330478,0.443290651
1.928838238,-0.085506389,0.605231313,1.040241433,Exchangerate,NOK,0.532928722,1039,10/23/2014,10/16/2018,0.006884911,0.000201266,0.780125118,0.204220004,-0.019829438,0.028393858,-0.017140413,-0.013580145,-0.010755496,-0.008296398,-0.004244181,-0.000012861,0.004239648,0.008418819,0.011806022,0.014814177,0.018428262,34.2080438,0.048223297,7.004200888,0.017140413,0.013580145,0.010755496,0.008296398,0.018390833,0.016509472,0.014234644,0.011784821,-0.020082812,-0.748384466,-0.785997817,-0.5407426
1.952934207,0.046957473,-0.18306323,1.002115869,Exchangerate,NZD,0.564639726,1039,10/23/2014,10/16/2018,0.006811836,-0.00018037,0.798586629,-0.051321607,-0.030678184,0.024605811,-0.017532103,-0.013549724,-0.011402953,-0.008721778,-0.004398945,-0.000266205,0.004408935,0.008013781,0.010474479,0.013370673,0.016909083,-37.76590106,0.055283995,8.115872543,0.017532103,0.013549724,0.011402953,0.008721778,0.020624387,0.017268211,0.014761557,0.012327461,-0.028077111,-0.755179203,-0.76760607,-0.498945012
1.923458657,0.062479398,-0.19012065,1.020022313,Exchangerate,SEK,0.586823888,1039,10/23/2014,10/16/2018,0.006173517,0.00019538,1.619375419,0.051173941,-0.022727191,0.0364149,-0.015523178,-0.012442525,-0.009965246,-0.006986199,-0.003576758,5.72E-05,0.004083941,0.007637184,0.009971896,0.012685906,0.015462342,31.59744577,0.059142091,9.579967895,0.015523178,0.012442525,0.009965246,0.006986199,0.018314773,0.015811243,0.013547138,0.011011675,-0.02537303,-0.855288639,-0.709949198,-0.233958484
1.845086573,0.090519377,-0.227376638,1.093254094,Stock,A,0.53446579,1005,10/21/2014,10/16/2018,0.013891085,0.000585697,3.84692493,-0.708752985,-0.10197879,0.045432402,-0.042842278,-0.028203827,-0.021583572,-0.016091007,-0.0064052,0.000910978,0.008675802,0.016865236,0.022648125,0.026905659,0.032382055,23.71718361,0.147411191,10.61192754,0.042842278,0.028203827,0.021583572,0.016091007,0.05118116,0.041320351,0.03327521,0.025942771,-0.057633787,-0.09417769,-0.313175361,-0.859469137
1.851878939,0.234216662,-0.651194334,1.092521313,Stock,AAL,0.569136212,1004,10/22/2014,10/16/2018,0.021999992,-0.000128162,2.199994425,-0.359832996,-0.114450353,0.106451063,-0.06050174,-0.048040693,-0.03981158,-0.027089666,-0.011556489,0.000327781,0.012760648,0.025373071,0.034150592,0.041557977,0.050536195,-171.6580933,0.220901417,10.0409771,0.06050174,0.048040693,0.03981158,0.027089666,0.07495809,0.062084855,0.053058025,0.042803188,0.069624679,0.330048499,-0.487231874,1.071311597
1.641148041,0.169480691,-0.177230174,1.093655214,Stock,AAP,0.652570347,1005,10/21/2014,10/16/2018,0.020231023,0.000186664,27.70751191,-1.154967164,-0.227452102,0.151299221,-0.044966355,-0.036377388,-0.027724109,-0.019292808,-0.007577167,0.000377946,0.008730302,0.019088112,0.025348061,0.03254208,0.051420013,108.3818691,0.378751323,18.72131392,0.044966355,0.036377388,0.027724109,0.019292808,0.084690344,0.0589323,0.045300626,0.034022034,-0.03453525,-0.0688056,0.776161283,0.717829972
1.750169245,0.134209027,-0.230264344,1.128857737,Stock,AAPL,0.536886764,1005,10/21/2014,10/16/2018,0.014491127,0.000796603,2.836802441,-0.056499717,-0.067964727,0.062940309,-0.039548589,-0.027902278,-0.023428999,-0.016361964,-0.005898536,0.000595451,0.008323114,0.016543762,0.023168311,0.031174045,0.040942085,18.1911644,0.130905036,9.033461696,0.039548589,0.027902278,0.023428999,0.016361964,0.05039817,0.039373851,0.032623546,0.026235169,0.03380524,-0.325712959,-0.26613531,0.720775147
